"Company","CDM","Status","Type","Geography","Public/ Private","Asset Types","PE AUM (billions)","RE AUM (billions)","Number of Sites","Rank","Tier","HQ Region","Frameworks","Notes","","BFO Company ID","BFO Company Name","Zoom Company ID","Zoom Company Name","Zoom Webiste","Email Domain","Contacts","Contact Types","Salesperson Tiered List","Status","","","","","PE OR RE","Tier List","","","","",""
"CNO Financial","Sam Ouimet","","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Sam Ouimet","TRUE","","","","","","0","","","","",""
"Coaction (a Towerbrook co.)","","","","","","","","","","Missing Data","Not on Target List","North America","-","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Coatue","Cristy House","Hold Off","","","","","","","","Missing Data","Not on Target List","","UN PRI, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"CodeGreen","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Coeli Asset Management","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","Sweden","NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"COFINIMMO","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Cogent Communications Group, Inc.","Rose Shaver","Hold Off","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Rose Shaver","TRUE","","","","","","0","","","","",""
"Cogswell Realty","Not targeting opportunity size","Hold Off","Facility Manager","State/Regional","Private","Office/Multifamily","","","","Not Targeting","Not on Target List","","-","Owner/Manager/Developer","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Cohabs Group","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Cohen Brothers Realty Corporation","Not targeting opportunity size","Hold Off","Developer","","Private","Office","","","","Not Targeting","Not on Target List","","-","Manager/Developer","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"COIMA SGR S.p.A","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"COIMA SGR S.P.A.","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Coinbase","Gretchen Bisig","","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Gretchen Bisig","TRUE","","","","","","0","","","","",""
"Cole Office & Industrial Reit","Cristy House","Inside Sales","Owner Operator","NAM","Public","Medical Office/Senior Living, Light Industrial/Logistics","","2.5","55","04","Tier 2","","-","Merged with Griffin Capital - Dans Prospect","","","","","","","","0","-","Cristy House","TRUE","","","","","","0","","","","",""
"Colesco Capital Collective","Not targeting opportunity size","Hold Off","","","","","","","","Not Targeting","Not on Target List","North America","NZAM, -","-","","","","1333479319","Colesco Capital","www.colescocapital.com","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Collaborative Fund","Cristy House","Hold Off","","","","","","","","Missing Data","Tier 3","","-","","","","","","","","","0","","N/A","TRUE","","","","","","0","","","","",""
"College of Saint Rose","Not targeting opportunity size","Lost - Not Sold","","State/Regional","","University","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Forum Asset Management","Dan Baldauf","Inside Sales","","","","Multifamily","","","","Missing Data","Not on Target List","North America","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Colliers Global Investors Italy SGR","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Colliers International","Gretchen Bisig","Inside Sales","Facility Manager","Global","Public","Multifamily","","98","150","11","Tier 2","North America","CDP, SBT, -","I have sent Sean Drygas emails on CA laws","","","","","Colliers International Group Inc","corporate.colliers.com/en","","0","-","Gretchen Bisig","TRUE","","","","","","0","","","","",""
"Colo House c/o Beox Communications","Rose Shaver","Hold Off","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Rose Shaver","TRUE","","","","","","0","","","","",""
"Cologix","Rose Shaver","Hold Off","","","","","","","","Missing Data","Tier 1","","-","","","","","","","","","0","","Rose Shaver","TRUE","","","","","","0","","","","",""
"Cologix Canada","Ally Temple","Hold Off","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Colonial Properties","","","","","","Office, Multifamily","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Colony Credit Real Estate","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Four Corners Property","Dan Baldauf","Inside Sales","Owner Operator","NAM","Public","Retail/Mixed Use","","","","Missing Data","Not on Target List","North America","-","","","","","","","","","0","-","#N/A","#N/A","","","","","","0","","","","",""
"Colony NorthStar Credit","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Colony Starwood Homes (a Starwood Co.)","Not targeting opportunity size","Hold Off","","","","Single Family Homes","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Colovore","Rose Shaver","Hold Off","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Rose Shaver","TRUE","","","","","","0","","","","",""
"Columbia County Government, Georgia","Not targeting opportunity size","Lost - Not Sold","Owner Operator","State/Regional","Private","Government","","","25","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Columbia Property Trust - Corporate HQ","Dan Baldauf","Lost - Not Sold","Owner Operator","NAM","Private","Commercial Office","","","300","05","Not on Target List","North America","-","Old Client.  Expires Mar 2019.  Acquired Normany Real Estate.  ","","","Columbia Property Trust - Corporate HQ","358512434","Columbia Property Trust Inc","columbia.reit","firstname.lastname@columbia.reit","0","","#N/A","#N/A","","","","","","0","","","","",""
"Columbia University","Not targeting opportunity size","Hold Off","Owner Operator","","","University","","","","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Four Corners Property Trust","Dan Baldauf","Inside Sales","Owner Operator","NAM","Private","Retail/Mixed Use","","","699","06","Not on Target List","North America","CDP, -","-","","","Four Corners Property Trust","373974323","Four Corners Property Trust Inc","www.fcpt.com","firstinitiallastname@fcpt.com","0","-","#N/A","#N/A","","","","","","0","","","","",""
"Comcast","Rose Shaver","Hold Off","","","","","","","","Missing Data","Tier 1","","-","","","","","","","","","0","","Rose Shaver","TRUE","","","","","","0","","","","",""
"Comerica","Gretchen Bisig","","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Gretchen Bisig","TRUE","","","","","","0","","","","",""
"Comforia Residential REIT Inc.","","","","","","","","","","Missing Data","Not on Target List","","SBT, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Comgest","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","France","NZAM, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"COMINAR COMPLEXE GARE CENTRALE","Dan Baldauf","Lost - Not Sold","Owner Operator","NAM","Private","Commercial Office, Retail/Mixed Use, Multifamily","","","328","03","Not on Target List","North America","-","","","","COMINAR COMPLEXE GARE CENTRALE","26724840","Cominar Real Estate Investment Trust","www.cominar.com","firstname.lastname@cominar.com","0","","#N/A","#N/A","","","","","","0","","","","",""
"Commerce Bank","Gretchen Bisig","","","","","","","","","Missing Data","Tier 2","","-","","","","","","","","","0","","Gretchen Bisig","TRUE","","","","","","0","","","","",""
"Commercial Estates Group","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Common Sail Investment Group","Dan Baldauf","Client","Owner Operator","State/Regional","Private","Medical Office/Senior Living","","0.5","25","01","Not on Target List","North America","-","","","","Common Sail Investment Group","348410671","Commonsail Investment Group","www.csig.com","firstname.lastname@csig.com","0","","#N/A","#N/A","","","","","","0","","","","",""
"Community Capital Management, LLC","Not targeting opportunity size","Hold Off","","","","","","","","Not Targeting","Not on Target List","North America","NZAM, UN PRI, -","-","","","","64637685","Community Capital Management LLC","www.ccminvests.com","firstinitiallastname@ccminvests.com","0","","#N/A","#N/A","","","","","","0","","","","",""
"Franklin Templeton Investments","Dan Baldauf","Inside Sales","Asset Management Firm","Global","Public","Multifamily","","","","Missing Data","Not on Target List","North America","GRESB, NZAM, UN PRI, -","-","","","","41732436","Franklin Templeton","www.franklintempleton.com","firstname.lastname@franklintempleton.com","0","-","#N/A","#N/A","","","","","","0","","","","",""
"Commvault Systems","Not targeting opportunity size","Client","","","","","","","1","Not Targeting","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Compass Data Centers","Rose Shaver","Hold Off","","","","","","","","Missing Data","Tier 1","","-","","","","","","","","","0","","Rose Shaver","TRUE","","","","","","0","","","","",""
"Compassus (a Towerbrook co.)","","","","","","","","","","Missing Data","Not on Target List","North America","-","","","","","","","","","0","","#N/A","#N/A","","","","","","","","","","",""
"Concentric Equity Partners","Kendal Etling","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Concert Properties","Dan Baldauf","Lost - Not Sold","Owner Operator","NAM","Public","Multifamily, Commercial Office, Retail/Mixed Use","","","100","04","Not on Target List","North America","UN PRI, -","","","","Concert Properties","18090104","Concert Properties Ltd","www.concertproperties.com","firstinitiallastname@concertproperties.com","0","","#N/A","#N/A","","","","","","0","","","","",""
"Condor Hospitality Trust","Not targeting opportunity size","Hold Off","Owner Operator","NAM","Public","Hotels","","","15","Not Targeting","Not on Target List","North America","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Conferences","","","Other","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"CONREN Land Immobilien Kapitalverwaltungsgesellschaft mbH","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"CONREN LAND Management GmbH","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Conservice","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Consolidated Precison Products","Cristy House","Hold Off","","","","","","","","Missing Data","Tier 3","","-","","","","","","","","","0","","N/A","TRUE","","","","","","0","","","","",""
"Consonant Investment Management Co., Ltd.","Not targeting hq not NAM","Hold Off","","","","","","","","Not Targeting","Not on Target List","","GRESB, -","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
"Consorcio Ara","","","","","","","","","","Missing Data","Not on Target List","","-","","","","","","","","","0","","#N/A","#N/A","","","","","","0","","","","",""
